model,task,level,l1,resource_type,layer,n_items,majority,rand_acc,selectivity,delta,expected_layer,acc_mean,acc_std,f1_mean,f1_std
mbert,sent_len_bin,sent,japonese,n/a,11,1320,0.4163,0.3914,0.3616,-0.0174,0.4516,0.753,0.0109,0.7533,0.0143
mbert,sent_len_bin,sent,kazah,n/a,11,2276,0.4163,0.3914,0.3836,-0.0018,0.1882,0.775,0.0068,0.7753,0.0046
mbert,sent_len_bin,sent,korean,n/a,11,2175,0.4163,0.3914,0.3847,-0.0101,0.3431,0.7761,0.0198,0.7721,0.0206
mbert,sent_len_bin,sent,norwegian,n/a,11,849,0.4163,0.3914,0.3459,-0.0047,0.317,0.7373,0.0289,0.7387,0.0291
mbert,sent_len_bin,sent,pushtu,n/a,11,293,0.4163,0.3914,0.3868,-0.0136,0.4282,0.7782,0.0167,0.7763,0.0242
mbert,sent_len_bin,sent,swedish,n/a,11,1888,0.4163,0.3914,0.3316,-0.0249,0.1382,0.723,0.0157,0.7302,0.0148
mbert,sent_len_bin,sent,thai,n/a,11,318,0.4163,0.3914,0.2752,-0.0314,0.4125,0.6667,0.0292,0.6553,0.0338
mbert,sent_len_bin,sent,сzech,n/a,11,832,0.4163,0.3914,0.4151,-0.0096,0.2946,0.8065,0.0174,0.6549,0.027
mbert,sent_len_bin,sent,resource_high,high,11,19199,0.4163,0.3914,0.4127,-0.0035,0.0935,0.8042,0.0015,0.8048,0.0016
mbert,sent_len_bin,sent,resource_low,low,11,6284,0.4163,0.3914,0.3708,0.0043,0.2658,0.7623,0.0029,0.757,0.0041
mbert,sent_len_bin,sent,arabic,n/a,12,1152,0.4163,0.3914,0.3455,-0.0122,0.0971,0.737,0.0334,0.73,0.0311
mbert,sent_len_bin,sent,bulgarian,n/a,12,758,0.4163,0.3914,0.3407,0.0026,0.3651,0.7322,0.0133,0.7327,0.014
mbert,sent_len_bin,sent,chinese,n/a,12,2261,0.4163,0.3914,0.3321,-0.0137,0.2279,0.7236,0.0136,0.7273,0.0141
mbert,sent_len_bin,sent,english,n/a,12,2935,0.4163,0.3914,0.3588,0.0027,0.1055,0.7503,0.0078,0.7345,0.0107
mbert,sent_len_bin,sent,finnish,n/a,12,2695,0.4163,0.3914,0.3455,-0.0097,0.1869,0.7369,0.0058,0.7079,0.0124
mbert,sent_len_bin,sent,french,n/a,12,2187,0.4163,0.3914,0.3109,-0.0073,0.2151,0.7023,0.0318,0.6975,0.0349
mbert,sent_len_bin,sent,german,n/a,12,1504,0.4163,0.3914,0.3286,-0.0273,0.4366,0.7201,0.0277,0.715,0.0271
mbert,sent_len_bin,sent,hindi,n/a,12,322,0.4163,0.3914,0.2981,-0.0465,0.2225,0.6895,0.0477,0.6918,0.0493
mbert,sent_len_bin,sent,hungarian,n/a,12,217,0.4163,0.3914,0.226,-0.0459,0.5621,0.6174,0.034,0.6171,0.0356
mbert,sent_len_bin,sent,italian,n/a,12,1501,0.4163,0.3914,0.3834,-0.006,0.1932,0.7748,0.0181,0.7331,0.0241
mbert,sent_len_bin,sent,japonese,n/a,12,1320,0.4163,0.3914,0.3449,-0.0167,0.4516,0.7364,0.0194,0.7336,0.0218
mbert,sent_len_bin,sent,kazah,n/a,12,2276,0.4163,0.3914,0.3599,-0.0237,0.1882,0.7513,0.0124,0.7504,0.0114
mbert,sent_len_bin,sent,korean,n/a,12,2175,0.4163,0.3914,0.3718,-0.0129,0.3431,0.7632,0.026,0.7585,0.0278
mbert,sent_len_bin,sent,norwegian,n/a,12,849,0.4163,0.3914,0.3212,-0.0247,0.317,0.7126,0.013,0.7152,0.0125
mbert,sent_len_bin,sent,pushtu,n/a,12,293,0.4163,0.3914,0.3663,-0.0205,0.4282,0.7577,0.0171,0.7583,0.0179
mbert,sent_len_bin,sent,swedish,n/a,12,1888,0.4163,0.3914,0.33,-0.0016,0.1382,0.7214,0.0096,0.7285,0.0096
mbert,sent_len_bin,sent,thai,n/a,12,318,0.4163,0.3914,0.2186,-0.0566,0.4125,0.6101,0.0235,0.5904,0.0362
mbert,sent_len_bin,sent,сzech,n/a,12,832,0.4163,0.3914,0.3899,-0.0252,0.2946,0.7813,0.0241,0.6356,0.0415
mbert,sent_len_bin,sent,resource_high,high,12,19199,0.4163,0.3914,0.4075,-0.0053,0.0935,0.7989,0.0042,0.7997,0.0041
mbert,sent_len_bin,sent,resource_low,low,12,6284,0.4163,0.3914,0.3757,0.0049,0.2658,0.7672,0.0044,0.7615,0.0049
xlmr,Aspect,token,random_baseline,n/a,12,51489,0.7048,0.7026,0.0,0.0,-1.0,0.7026,0.0006,0.4155,0.001
xlmr,Aspect,token,arabic,n/a,0,3022,0.7048,0.7026,0.2647,0.9672,0.0329,0.9672,0.0014,0.963,0.0016
xlmr,Aspect,token,bulgarian,n/a,0,1724,0.7048,0.7026,0.262,0.9646,0.0735,0.9646,0.0097,0.9598,0.0109
xlmr,Aspect,token,chinese,n/a,0,4183,0.7048,0.7026,0.2618,0.9644,0.0419,0.9644,0.0049,0.9576,0.0057
xlmr,Aspect,token,english,n/a,0,6426,0.7048,0.7026,0.2689,0.9715,0.0799,0.9715,0.0046,0.9626,0.0061
xlmr,Aspect,token,finnish,n/a,0,5335,0.7048,0.7026,0.2596,0.9621,0.09,0.9621,0.0014,0.9543,0.0016
xlmr,Aspect,token,french,n/a,0,4019,0.7048,0.7026,0.2566,0.9592,0.0577,0.9592,0.0104,0.9507,0.0128
xlmr,Aspect,token,german,n/a,0,3164,0.7048,0.7026,0.2402,0.9428,0.0677,0.9428,0.0009,0.9361,0.0009
xlmr,Aspect,token,hindi,n/a,0,694,0.7048,0.7026,0.2369,0.9395,0.0873,0.9395,0.0036,0.9139,0.0052
xlmr,Aspect,token,hungarian,n/a,0,397,0.7048,0.7026,0.232,0.9345,0.1832,0.9345,0.0069,0.8921,0.0109
xlmr,Aspect,token,italian,n/a,0,3485,0.7048,0.7026,0.2604,0.963,0.0659,0.963,0.0037,0.9526,0.005
xlmr,Aspect,token,japonese,n/a,0,2228,0.7048,0.7026,0.266,0.9686,0.0258,0.9686,0.0125,0.9631,0.0143
xlmr,Aspect,token,kazah,n/a,0,4700,0.7048,0.7026,0.2568,0.9594,0.0606,0.9594,0.0079,0.9541,0.0089
xlmr,Aspect,token,korean,n/a,0,4225,0.7048,0.7026,0.2605,0.9631,0.0511,0.9631,0.0045,0.9552,0.0056
xlmr,Aspect,token,norwegian,n/a,0,1283,0.7048,0.7026,0.2506,0.9532,0.0808,0.9532,0.012,0.9448,0.0137
xlmr,Aspect,token,pushtu,n/a,0,745,0.7048,0.7026,0.2276,0.9302,0.0792,0.9302,0.01,0.8824,0.0169
xlmr,Aspect,token,swedish,n/a,0,3158,0.7048,0.7026,0.2588,0.9614,0.0448,0.9614,0.0012,0.95,0.0015
xlmr,Aspect,token,thai,n/a,0,562,0.7048,0.7026,0.2422,0.9448,0.041,0.9448,0.0092,0.9158,0.0151
xlmr,Aspect,token,сzech,n/a,0,2139,0.7048,0.7026,0.253,0.9556,0.1062,0.9556,0.0066,0.9487,0.0074
xlmr,Aspect,token,resource_high,high,0,38610,0.7048,0.7026,0.2676,0.9702,0.022,0.9702,0.001,0.9642,0.0012
xlmr,Aspect,token,resource_low,low,0,12879,0.7048,0.7026,0.2654,0.9679,0.02,0.9679,0.0032,0.961,0.0038
xlmr,Aspect,token,arabic,n/a,1,3022,0.7048,0.7026,0.261,-0.0036,0.0329,0.9636,0.0041,0.959,0.0045
xlmr,Aspect,token,bulgarian,n/a,1,1724,0.7048,0.7026,0.2574,-0.0046,0.0735,0.96,0.0113,0.9546,0.0127
xlmr,Aspect,token,chinese,n/a,1,4183,0.7048,0.7026,0.2561,-0.0057,0.0419,0.9586,0.0061,0.9507,0.0072
xlmr,Aspect,token,english,n/a,1,6426,0.7048,0.7026,0.2658,-0.0031,0.0799,0.9684,0.004,0.9585,0.0054
xlmr,Aspect,token,finnish,n/a,1,5335,0.7048,0.7026,0.2526,-0.0069,0.09,0.9552,0.0018,0.946,0.002
xlmr,Aspect,token,french,n/a,1,4019,0.7048,0.7026,0.2526,-0.004,0.0577,0.9552,0.0056,0.9457,0.0071
xlmr,Aspect,token,german,n/a,1,3164,0.7048,0.7026,0.2314,-0.0088,0.0677,0.9339,0.0005,0.9262,0.0005
xlmr,Aspect,token,hindi,n/a,1,694,0.7048,0.7026,0.2384,0.0015,0.0873,0.9409,0.0053,0.9164,0.0086
xlmr,Aspect,token,hungarian,n/a,1,397,0.7048,0.7026,0.2118,-0.0202,0.1832,0.9143,0.0144,0.8566,0.0336
xlmr,Aspect,token,italian,n/a,1,3485,0.7048,0.7026,0.2604,-0.0,0.0659,0.963,0.0056,0.9526,0.0072
xlmr,Aspect,token,japonese,n/a,1,2228,0.7048,0.7026,0.2664,0.0004,0.0258,0.969,0.0125,0.9636,0.0144
xlmr,Aspect,token,kazah,n/a,1,4700,0.7048,0.7026,0.2513,-0.0055,0.0606,0.9538,0.0083,0.9479,0.0094
xlmr,Aspect,token,korean,n/a,1,4225,0.7048,0.7026,0.2555,-0.005,0.0511,0.9581,0.0025,0.9493,0.0033
xlmr,Aspect,token,norwegian,n/a,1,1283,0.7048,0.7026,0.2436,-0.007,0.0808,0.9462,0.0101,0.9365,0.0121
xlmr,Aspect,token,pushtu,n/a,1,745,0.7048,0.7026,0.2384,0.0107,0.0792,0.9409,0.0075,0.9021,0.0127
xlmr,Aspect,token,swedish,n/a,1,3158,0.7048,0.7026,0.2509,-0.0079,0.0448,0.9535,0.002,0.9399,0.0027
xlmr,Aspect,token,thai,n/a,1,562,0.7048,0.7026,0.244,0.0018,0.041,0.9466,0.0045,0.9188,0.0085
xlmr,Aspect,token,сzech,n/a,1,2139,0.7048,0.7026,0.2446,-0.0084,0.1062,0.9472,0.0089,0.9392,0.0101
xlmr,Aspect,token,resource_high,high,1,38610,0.7048,0.7026,0.2655,-0.0021,0.022,0.968,0.0007,0.9616,0.0008
xlmr,Aspect,token,resource_low,low,1,12879,0.7048,0.7026,0.2622,-0.0032,0.02,0.9647,0.0039,0.9572,0.0047
xlmr,Aspect,token,arabic,n/a,2,3022,0.7048,0.7026,0.258,-0.003,0.0329,0.9606,0.0033,0.9557,0.0036
xlmr,Aspect,token,bulgarian,n/a,2,1724,0.7048,0.7026,0.2632,0.0058,0.0735,0.9658,0.005,0.9612,0.0058
xlmr,Aspect,token,chinese,n/a,2,4183,0.7048,0.7026,0.2592,0.0031,0.0419,0.9617,0.0062,0.9545,0.0074
xlmr,Aspect,token,english,n/a,2,6426,0.7048,0.7026,0.2655,-0.0003,0.0799,0.9681,0.0008,0.9583,0.0009
xlmr,Aspect,token,finnish,n/a,2,5335,0.7048,0.7026,0.2517,-0.0009,0.09,0.9543,0.0014,0.9449,0.0019
xlmr,Aspect,token,french,n/a,2,4019,0.7048,0.7026,0.2531,0.0005,0.0577,0.9557,0.0052,0.9462,0.007
xlmr,Aspect,token,german,n/a,2,3164,0.7048,0.7026,0.2355,0.0041,0.0677,0.9381,0.0035,0.9311,0.0034
xlmr,Aspect,token,hindi,n/a,2,694,0.7048,0.7026,0.2383,-0.0,0.0873,0.9409,0.0074,0.9158,0.0128
xlmr,Aspect,token,hungarian,n/a,2,397,0.7048,0.7026,0.2269,0.0151,0.1832,0.9295,0.0037,0.8846,0.0088
xlmr,Aspect,token,italian,n/a,2,3485,0.7048,0.7026,0.2558,-0.0046,0.0659,0.9584,0.0015,0.9467,0.0021
xlmr,Aspect,token,japonese,n/a,2,2228,0.7048,0.7026,0.2669,0.0004,0.0258,0.9695,0.0137,0.9642,0.0157
xlmr,Aspect,token,kazah,n/a,2,4700,0.7048,0.7026,0.2544,0.0032,0.0606,0.957,0.0071,0.9514,0.0081
xlmr,Aspect,token,korean,n/a,2,4225,0.7048,0.7026,0.2522,-0.0033,0.0511,0.9548,0.0038,0.9452,0.005
xlmr,Aspect,token,norwegian,n/a,2,1283,0.7048,0.7026,0.2522,0.0086,0.0808,0.9548,0.0012,0.9467,0.0009
xlmr,Aspect,token,pushtu,n/a,2,745,0.7048,0.7026,0.2384,0.0,0.0792,0.9409,0.0075,0.9028,0.0122
xlmr,Aspect,token,swedish,n/a,2,3158,0.7048,0.7026,0.2553,0.0044,0.0448,0.9579,0.0022,0.9454,0.0026
xlmr,Aspect,token,thai,n/a,2,562,0.7048,0.7026,0.2405,-0.0036,0.041,0.943,0.0102,0.9144,0.0165
xlmr,Aspect,token,сzech,n/a,2,2139,0.7048,0.7026,0.2479,0.0033,0.1062,0.9504,0.0058,0.9427,0.0067
xlmr,Aspect,token,resource_high,high,2,38610,0.7048,0.7026,0.2649,-0.0005,0.022,0.9675,0.0016,0.961,0.0019
xlmr,Aspect,token,resource_low,low,2,12879,0.7048,0.7026,0.2602,-0.0019,0.02,0.9628,0.0043,0.9549,0.0053
xlmr,Aspect,token,arabic,n/a,3,3022,0.7048,0.7026,0.2657,0.0076,0.0329,0.9682,0.0,0.9641,0.0001
xlmr,Aspect,token,bulgarian,n/a,3,1724,0.7048,0.7026,0.2707,0.0075,0.0735,0.9733,0.0041,0.9698,0.0047
xlmr,Aspect,token,chinese,n/a,3,4183,0.7048,0.7026,0.2596,0.0005,0.0419,0.9622,0.0039,0.9551,0.0046
xlmr,Aspect,token,english,n/a,3,6426,0.7048,0.7026,0.2658,0.0003,0.0799,0.9684,0.0016,0.9585,0.0022
xlmr,Aspect,token,finnish,n/a,3,5335,0.7048,0.7026,0.2552,0.0036,0.09,0.9578,0.0017,0.9493,0.002
xlmr,Aspect,token,french,n/a,3,4019,0.7048,0.7026,0.2566,0.0035,0.0577,0.9592,0.0047,0.9504,0.0064
xlmr,Aspect,token,german,n/a,3,3164,0.7048,0.7026,0.2408,0.0054,0.0677,0.9434,0.0029,0.9367,0.0036
xlmr,Aspect,token,hindi,n/a,3,694,0.7048,0.7026,0.2412,0.0029,0.0873,0.9438,0.0001,0.9202,0.0013
xlmr,Aspect,token,hungarian,n/a,3,397,0.7048,0.7026,0.2219,-0.005,0.1832,0.9245,0.0059,0.8777,0.0109
xlmr,Aspect,token,italian,n/a,3,3485,0.7048,0.7026,0.2558,0.0,0.0659,0.9584,0.0004,0.9468,0.0005
xlmr,Aspect,token,japonese,n/a,3,2228,0.7048,0.7026,0.2709,0.004,0.0258,0.9735,0.0129,0.9689,0.015
xlmr,Aspect,token,kazah,n/a,3,4700,0.7048,0.7026,0.263,0.0085,0.0606,0.9655,0.005,0.9612,0.0055
xlmr,Aspect,token,korean,n/a,3,4225,0.7048,0.7026,0.2591,0.0069,0.0511,0.9617,0.0046,0.9535,0.0058
xlmr,Aspect,token,norwegian,n/a,3,1283,0.7048,0.7026,0.253,0.0008,0.0808,0.9556,0.0084,0.9477,0.0094
xlmr,Aspect,token,pushtu,n/a,3,745,0.7048,0.7026,0.2343,-0.004,0.0792,0.9369,0.0069,0.8965,0.009
xlmr,Aspect,token,swedish,n/a,3,3158,0.7048,0.7026,0.2604,0.0051,0.0448,0.963,0.0041,0.9523,0.0052
xlmr,Aspect,token,thai,n/a,3,562,0.7048,0.7026,0.2458,0.0053,0.041,0.9484,0.0154,0.9233,0.0232
xlmr,Aspect,token,сzech,n/a,3,2139,0.7048,0.7026,0.2582,0.0103,0.1062,0.9607,0.0041,0.9548,0.0046
xlmr,Aspect,token,resource_high,high,3,38610,0.7048,0.7026,0.2685,0.0036,0.022,0.9711,0.0014,0.9653,0.0017
xlmr,Aspect,token,resource_low,low,3,12879,0.7048,0.7026,0.2622,0.0019,0.02,0.9647,0.0042,0.9573,0.0049
xlmr,Aspect,token,arabic,n/a,4,3022,0.7048,0.7026,0.268,0.0023,0.0329,0.9706,0.0025,0.9669,0.0027
xlmr,Aspect,token,bulgarian,n/a,4,1724,0.7048,0.7026,0.2731,0.0023,0.0735,0.9756,0.0014,0.9724,0.0017
xlmr,Aspect,token,chinese,n/a,4,4183,0.7048,0.7026,0.2671,0.0074,0.0419,0.9696,0.0034,0.9639,0.004
xlmr,Aspect,token,english,n/a,4,6426,0.7048,0.7026,0.2693,0.0034,0.0799,0.9718,0.0004,0.9631,0.0005
xlmr,Aspect,token,finnish,n/a,4,5335,0.7048,0.7026,0.2622,0.0069,0.09,0.9648,0.0041,0.9576,0.0049
xlmr,Aspect,token,french,n/a,4,4019,0.7048,0.7026,0.2603,0.0037,0.0577,0.9629,0.0018,0.9552,0.0027
xlmr,Aspect,token,german,n/a,4,3164,0.7048,0.7026,0.2459,0.0051,0.0677,0.9485,0.005,0.9426,0.0057
xlmr,Aspect,token,hindi,n/a,4,694,0.7048,0.7026,0.2484,0.0072,0.0873,0.951,0.0053,0.9303,0.0082
xlmr,Aspect,token,hungarian,n/a,4,397,0.7048,0.7026,0.237,0.0151,0.1832,0.9395,0.0062,0.9033,0.0083
xlmr,Aspect,token,italian,n/a,4,3485,0.7048,0.7026,0.2633,0.0075,0.0659,0.9659,0.0036,0.9566,0.0047
xlmr,Aspect,token,japonese,n/a,4,2228,0.7048,0.7026,0.2714,0.0005,0.0258,0.974,0.0083,0.9693,0.0098
xlmr,Aspect,token,kazah,n/a,4,4700,0.7048,0.7026,0.2678,0.0049,0.0606,0.9704,0.0059,0.9666,0.0067
xlmr,Aspect,token,korean,n/a,4,4225,0.7048,0.7026,0.2664,0.0073,0.0511,0.969,0.0038,0.9624,0.0047
xlmr,Aspect,token,norwegian,n/a,4,1283,0.7048,0.7026,0.2623,0.0094,0.0808,0.9649,0.0039,0.9587,0.0046
xlmr,Aspect,token,pushtu,n/a,4,745,0.7048,0.7026,0.2384,0.004,0.0792,0.9409,0.0083,0.9044,0.0122
xlmr,Aspect,token,swedish,n/a,4,3158,0.7048,0.7026,0.2642,0.0038,0.0448,0.9667,0.0054,0.9574,0.007
xlmr,Aspect,token,thai,n/a,4,562,0.7048,0.7026,0.2458,0.0,0.041,0.9484,0.0102,0.9228,0.0171
xlmr,Aspect,token,сzech,n/a,4,2139,0.7048,0.7026,0.2605,0.0023,0.1062,0.9631,0.0013,0.9573,0.0015
xlmr,Aspect,token,resource_high,high,4,38610,0.7048,0.7026,0.2712,0.0027,0.022,0.9737,0.0004,0.9685,0.0005
xlmr,Aspect,token,resource_low,low,4,12879,0.7048,0.7026,0.2656,0.0034,0.02,0.9682,0.0047,0.9614,0.0057
xlmr,Aspect,token,arabic,n/a,5,3022,0.7048,0.7026,0.265,-0.003,0.0329,0.9676,0.0026,0.9635,0.0029
xlmr,Aspect,token,bulgarian,n/a,5,1724,0.7048,0.7026,0.2789,0.0058,0.0735,0.9814,0.0022,0.9791,0.0024
xlmr,Aspect,token,chinese,n/a,5,4183,0.7048,0.7026,0.2678,0.0007,0.0419,0.9704,0.0042,0.9647,0.005
xlmr,Aspect,token,english,n/a,5,6426,0.7048,0.7026,0.2708,0.0016,0.0799,0.9734,0.0024,0.9651,0.003
xlmr,Aspect,token,finnish,n/a,5,5335,0.7048,0.7026,0.2581,-0.0041,0.09,0.9606,0.0032,0.9527,0.004
xlmr,Aspect,token,french,n/a,5,4019,0.7048,0.7026,0.2571,-0.0032,0.0577,0.9597,0.0016,0.9514,0.002
xlmr,Aspect,token,german,n/a,5,3164,0.7048,0.7026,0.25,0.0041,0.0677,0.9526,0.0056,0.9472,0.0061
xlmr,Aspect,token,hindi,n/a,5,694,0.7048,0.7026,0.2557,0.0072,0.0873,0.9582,0.0133,0.9409,0.019
xlmr,Aspect,token,hungarian,n/a,5,397,0.7048,0.7026,0.2395,0.0025,0.1832,0.9421,0.0069,0.908,0.0148
xlmr,Aspect,token,italian,n/a,5,3485,0.7048,0.7026,0.2616,-0.0017,0.0659,0.9641,0.0053,0.9545,0.0067
xlmr,Aspect,token,japonese,n/a,5,2228,0.7048,0.7026,0.2678,-0.0036,0.0258,0.9704,0.0069,0.965,0.008
xlmr,Aspect,token,kazah,n/a,5,4700,0.7048,0.7026,0.2657,-0.0021,0.0606,0.9683,0.0017,0.9644,0.0018
xlmr,Aspect,token,korean,n/a,5,4225,0.7048,0.7026,0.2664,0.0,0.0511,0.969,0.0047,0.9626,0.0058
xlmr,Aspect,token,norwegian,n/a,5,1283,0.7048,0.7026,0.2577,-0.0047,0.0808,0.9602,0.0033,0.9535,0.0042
xlmr,Aspect,token,pushtu,n/a,5,745,0.7048,0.7026,0.2276,-0.0108,0.0792,0.9302,0.007,0.8851,0.01
xlmr,Aspect,token,swedish,n/a,5,3158,0.7048,0.7026,0.2604,-0.0038,0.0448,0.9629,0.0056,0.9526,0.0071
xlmr,Aspect,token,thai,n/a,5,562,0.7048,0.7026,0.244,-0.0018,0.041,0.9466,0.0077,0.9205,0.0136
xlmr,Aspect,token,сzech,n/a,5,2139,0.7048,0.7026,0.2661,0.0056,0.1062,0.9687,0.0029,0.964,0.0034
xlmr,Aspect,token,resource_high,high,5,38610,0.7048,0.7026,0.2712,0.0,0.022,0.9738,0.0002,0.9686,0.0002
xlmr,Aspect,token,resource_low,low,5,12879,0.7048,0.7026,0.2647,-0.0009,0.02,0.9672,0.0048,0.9603,0.0058
xlmr,Aspect,token,arabic,n/a,6,3022,0.7048,0.7026,0.26,-0.005,0.0329,0.9626,0.004,0.9579,0.0044
xlmr,Aspect,token,bulgarian,n/a,6,1724,0.7048,0.7026,0.2707,-0.0081,0.0735,0.9733,0.0008,0.9698,0.0008
xlmr,Aspect,token,chinese,n/a,6,4183,0.7048,0.7026,0.2625,-0.0053,0.0419,0.9651,0.0047,0.9585,0.0058
xlmr,Aspect,token,english,n/a,6,6426,0.7048,0.7026,0.2657,-0.0051,0.0799,0.9683,0.0029,0.9585,0.0037
xlmr,Aspect,token,finnish,n/a,6,5335,0.7048,0.7026,0.2524,-0.0056,0.09,0.955,0.002,0.946,0.0019
xlmr,Aspect,token,french,n/a,6,4019,0.7048,0.7026,0.2529,-0.0042,0.0577,0.9555,0.0009,0.9461,0.0017
xlmr,Aspect,token,german,n/a,6,3164,0.7048,0.7026,0.245,-0.0051,0.0677,0.9475,0.0019,0.9414,0.0024
xlmr,Aspect,token,hindi,n/a,6,694,0.7048,0.7026,0.2571,0.0014,0.0873,0.9597,0.0053,0.9425,0.0084
xlmr,Aspect,token,hungarian,n/a,6,397,0.7048,0.7026,0.242,0.0025,0.1832,0.9446,0.0037,0.9111,0.0075
xlmr,Aspect,token,italian,n/a,6,3485,0.7048,0.7026,0.265,0.0034,0.0659,0.9676,0.0061,0.9588,0.0078
xlmr,Aspect,token,japonese,n/a,6,2228,0.7048,0.7026,0.2656,-0.0022,0.0258,0.9681,0.0086,0.9623,0.0101
xlmr,Aspect,token,kazah,n/a,6,4700,0.7048,0.7026,0.264,-0.0017,0.0606,0.9666,0.0011,0.9624,0.0011
xlmr,Aspect,token,korean,n/a,6,4225,0.7048,0.7026,0.2638,-0.0026,0.0511,0.9664,0.0014,0.9594,0.0018
xlmr,Aspect,token,norwegian,n/a,6,1283,0.7048,0.7026,0.2592,0.0016,0.0808,0.9618,0.0086,0.955,0.0107
xlmr,Aspect,token,pushtu,n/a,6,745,0.7048,0.7026,0.2357,0.0081,0.0792,0.9383,0.0051,0.8983,0.0048
xlmr,Aspect,token,swedish,n/a,6,3158,0.7048,0.7026,0.2572,-0.0032,0.0448,0.9598,0.0052,0.9485,0.0066
xlmr,Aspect,token,thai,n/a,6,562,0.7048,0.7026,0.2476,0.0036,0.041,0.9502,0.0068,0.9243,0.0109
xlmr,Aspect,token,сzech,n/a,6,2139,0.7048,0.7026,0.268,0.0019,0.1062,0.9705,0.0011,0.966,0.0013
xlmr,Aspect,token,resource_high,high,6,38610,0.7048,0.7026,0.2685,-0.0027,0.022,0.9711,0.0001,0.9653,0.0001
xlmr,Aspect,token,resource_low,low,6,12879,0.7048,0.7026,0.2599,-0.0047,0.02,0.9625,0.0012,0.9545,0.0013
xlmr,Aspect,token,arabic,n/a,7,3022,0.7048,0.7026,0.2594,-0.0007,0.0329,0.9619,0.0044,0.9572,0.005
xlmr,Aspect,token,bulgarian,n/a,7,1724,0.7048,0.7026,0.2673,-0.0035,0.0735,0.9698,0.0022,0.9658,0.0023
xlmr,Aspect,token,chinese,n/a,7,4183,0.7048,0.7026,0.2604,-0.0022,0.0419,0.9629,0.0049,0.956,0.0059
xlmr,Aspect,token,english,n/a,7,6426,0.7048,0.7026,0.2624,-0.0033,0.0799,0.965,0.003,0.9541,0.004
xlmr,Aspect,token,finnish,n/a,7,5335,0.7048,0.7026,0.2493,-0.0032,0.09,0.9518,0.0023,0.9422,0.0024
xlmr,Aspect,token,french,n/a,7,4019,0.7048,0.7026,0.2571,0.0042,0.0577,0.9597,0.0012,0.9512,0.0021
xlmr,Aspect,token,german,n/a,7,3164,0.7048,0.7026,0.244,-0.0009,0.0677,0.9466,0.0018,0.9405,0.0022
xlmr,Aspect,token,hindi,n/a,7,694,0.7048,0.7026,0.2499,-0.0072,0.0873,0.9525,0.0061,0.9327,0.0094
xlmr,Aspect,token,hungarian,n/a,7,397,0.7048,0.7026,0.2345,-0.0075,0.1832,0.9371,0.0092,0.8958,0.0203
xlmr,Aspect,token,italian,n/a,7,3485,0.7048,0.7026,0.2575,-0.0075,0.0659,0.9601,0.0073,0.9494,0.0093
xlmr,Aspect,token,japonese,n/a,7,2228,0.7048,0.7026,0.2579,-0.0076,0.0258,0.9605,0.0071,0.9532,0.0085
xlmr,Aspect,token,kazah,n/a,7,4700,0.7048,0.7026,0.2578,-0.0062,0.0606,0.9604,0.0011,0.9554,0.0012
xlmr,Aspect,token,korean,n/a,7,4225,0.7048,0.7026,0.2593,-0.0045,0.0511,0.9619,0.003,0.9539,0.0036
xlmr,Aspect,token,norwegian,n/a,7,1283,0.7048,0.7026,0.2577,-0.0016,0.0808,0.9602,0.0095,0.9534,0.0115
xlmr,Aspect,token,pushtu,n/a,7,745,0.7048,0.7026,0.2343,-0.0014,0.0792,0.9369,0.0084,0.8971,0.0099
xlmr,Aspect,token,swedish,n/a,7,3158,0.7048,0.7026,0.2578,0.0006,0.0448,0.9604,0.0047,0.9492,0.0058
xlmr,Aspect,token,thai,n/a,7,562,0.7048,0.7026,0.244,-0.0036,0.041,0.9466,0.0088,0.9206,0.0145
xlmr,Aspect,token,сzech,n/a,7,2139,0.7048,0.7026,0.2698,0.0019,0.1062,0.9724,0.0007,0.9682,0.0008
xlmr,Aspect,token,resource_high,high,7,38610,0.7048,0.7026,0.2667,-0.0019,0.022,0.9692,0.0005,0.9631,0.0006
xlmr,Aspect,token,resource_low,low,7,12879,0.7048,0.7026,0.2572,-0.0027,0.02,0.9598,0.0008,0.9512,0.0008
xlmr,Aspect,token,arabic,n/a,8,3022,0.7048,0.7026,0.2561,-0.0033,0.0329,0.9586,0.0089,0.9534,0.0101
xlmr,Aspect,token,bulgarian,n/a,8,1724,0.7048,0.7026,0.2638,-0.0035,0.0735,0.9664,0.003,0.962,0.0032
xlmr,Aspect,token,chinese,n/a,8,4183,0.7048,0.7026,0.2589,-0.0014,0.0419,0.9615,0.0028,0.9543,0.0033
xlmr,Aspect,token,english,n/a,8,6426,0.7048,0.7026,0.2598,-0.0026,0.0799,0.9623,0.0019,0.9507,0.0022
xlmr,Aspect,token,finnish,n/a,8,5335,0.7048,0.7026,0.2461,-0.0032,0.09,0.9486,0.0027,0.9381,0.0033
xlmr,Aspect,token,french,n/a,8,4019,0.7048,0.7026,0.2511,-0.006,0.0577,0.9537,0.0016,0.9441,0.0023
xlmr,Aspect,token,german,n/a,8,3164,0.7048,0.7026,0.2367,-0.0073,0.0677,0.9393,0.0008,0.9325,0.0008
xlmr,Aspect,token,hindi,n/a,8,694,0.7048,0.7026,0.2499,0.0,0.0873,0.9525,0.007,0.932,0.0115
xlmr,Aspect,token,hungarian,n/a,8,397,0.7048,0.7026,0.2421,0.0076,0.1832,0.9446,0.0153,0.9097,0.0304
