model,task,task_level,layer,n_items,majority,rand_acc,selectivity,delta,expected_layer,acc_mean,acc_std,f1_mean,f1_std,group,l1,prof_level,mode
rubert,verb_position,sent,10,6244,0.6622,0.6456,0.0041,-0.008,0.4361,0.6497,0.0091,0.4937,0.012,C1,all,C1,pooled
rubert,verb_position,sent,11,1650,0.6622,0.6456,0.0229,-0.0079,0.5289,0.6685,0.0099,0.4703,0.0062,A1,all,A1,pooled
rubert,verb_position,sent,11,3632,0.6622,0.6456,0.0292,0.0011,0.5039,0.6748,0.0098,0.4799,0.0137,A2,all,A2,pooled
rubert,verb_position,sent,11,6422,0.6622,0.6456,0.0156,-0.0097,0.5177,0.6612,0.0063,0.4708,0.0028,B1,all,B1,pooled
rubert,verb_position,sent,11,7535,0.6622,0.6456,0.0144,-0.0049,0.2917,0.66,0.0062,0.4874,0.0114,B2,all,B2,pooled
rubert,verb_position,sent,11,6244,0.6622,0.6456,-0.0104,-0.0146,0.4361,0.6352,0.0059,0.4683,0.0065,C1,all,C1,pooled
rubert,verb_position,sent,12,1650,0.6622,0.6456,0.0162,-0.0067,0.5289,0.6618,0.0112,0.4514,0.0067,A1,all,A1,pooled
rubert,verb_position,sent,12,3632,0.6622,0.6456,0.0408,0.0116,0.5039,0.6864,0.0014,0.4892,0.0147,A2,all,A2,pooled
rubert,verb_position,sent,12,6422,0.6622,0.6456,0.0296,0.014,0.5177,0.6752,0.0131,0.4759,0.0195,B1,all,B1,pooled
rubert,verb_position,sent,12,7535,0.6622,0.6456,0.0158,0.0015,0.2917,0.6614,0.0061,0.474,0.0103,B2,all,B2,pooled
rubert,verb_position,sent,12,6244,0.6622,0.6456,-0.008,0.0024,0.4361,0.6376,0.0018,0.4641,0.0066,C1,all,C1,pooled
rubert,verb_position,sent,12,25483,0.6622,0.6456,0.0,0.0,-1.0,0.6456,0.0011,0.2807,0.0014,random_baseline,all,n/a,pooled
rubert,Aspect,token,0,2811,0.7048,0.7026,0.2647,0.9673,0.0099,0.9673,0.0005,0.9547,0.0009,A1,all,A1,pooled
rubert,Aspect,token,0,6784,0.7048,0.7026,0.2668,0.9693,0.0163,0.9693,0.0012,0.9618,0.0014,A2,all,A2,pooled
rubert,Aspect,token,0,12797,0.7048,0.7026,0.2694,0.9719,0.0004,0.9719,0.0009,0.9662,0.0011,B1,all,B1,pooled
rubert,Aspect,token,0,15941,0.7048,0.7026,0.267,0.9696,0.012,0.9696,0.0028,0.9638,0.0033,B2,all,B2,pooled
rubert,Aspect,token,0,13156,0.7048,0.7026,0.2646,0.9672,0.0064,0.9672,0.0025,0.9617,0.003,C1,all,C1,pooled
rubert,Aspect,token,1,2811,0.7048,0.7026,0.2665,0.0018,0.0099,0.9691,0.0063,0.9572,0.009,A1,all,A1,pooled
rubert,Aspect,token,1,6784,0.7048,0.7026,0.2672,0.0004,0.0163,0.9698,0.0024,0.9623,0.003,A2,all,A2,pooled
rubert,Aspect,token,1,12797,0.7048,0.7026,0.2679,-0.0015,0.0004,0.9705,0.0031,0.9644,0.0036,B1,all,B1,pooled
rubert,Aspect,token,1,15941,0.7048,0.7026,0.2651,-0.0019,0.012,0.9677,0.0018,0.9616,0.002,B2,all,B2,pooled
rubert,Aspect,token,1,13156,0.7048,0.7026,0.2609,-0.0037,0.0064,0.9634,0.0033,0.9574,0.0038,C1,all,C1,pooled
rubert,Aspect,token,2,2811,0.7048,0.7026,0.2675,0.0011,0.0099,0.9701,0.0053,0.9587,0.0077,A1,all,A1,pooled
rubert,Aspect,token,2,6784,0.7048,0.7026,0.2682,0.001,0.0163,0.9708,0.0026,0.9635,0.0033,A2,all,A2,pooled
rubert,Aspect,token,2,12797,0.7048,0.7026,0.2679,0.0,0.0004,0.9705,0.0004,0.9644,0.0004,B1,all,B1,pooled
rubert,Aspect,token,2,15941,0.7048,0.7026,0.2651,-0.0001,0.012,0.9676,0.0006,0.9615,0.0007,B2,all,B2,pooled
rubert,Aspect,token,2,13156,0.7048,0.7026,0.264,0.0031,0.0064,0.9666,0.0006,0.961,0.0008,C1,all,C1,pooled
rubert,Aspect,token,3,2811,0.7048,0.7026,0.269,0.0014,0.0099,0.9715,0.0067,0.9606,0.0096,A1,all,A1,pooled
rubert,Aspect,token,3,6784,0.7048,0.7026,0.2693,0.001,0.0163,0.9718,0.0017,0.9648,0.0021,A2,all,A2,pooled
rubert,Aspect,token,3,12797,0.7048,0.7026,0.2668,-0.0011,0.0004,0.9694,0.0009,0.9631,0.001,B1,all,B1,pooled
rubert,Aspect,token,3,15941,0.7048,0.7026,0.2679,0.0029,0.012,0.9705,0.0007,0.9649,0.0008,B2,all,B2,pooled
rubert,Aspect,token,3,13156,0.7048,0.7026,0.264,0.0,0.0064,0.9666,0.0022,0.961,0.0026,C1,all,C1,pooled
rubert,Aspect,token,4,2811,0.7048,0.7026,0.2693,0.0004,0.0099,0.9719,0.0082,0.9611,0.0119,A1,all,A1,pooled
rubert,Aspect,token,4,6784,0.7048,0.7026,0.2675,-0.0018,0.0163,0.9701,0.0017,0.9626,0.0022,A2,all,A2,pooled
rubert,Aspect,token,4,12797,0.7048,0.7026,0.2635,-0.0033,0.0004,0.9661,0.0018,0.9592,0.002,B1,all,B1,pooled
rubert,Aspect,token,4,15941,0.7048,0.7026,0.2687,0.0008,0.012,0.9713,0.0006,0.9658,0.0008,B2,all,B2,pooled
rubert,Aspect,token,4,13156,0.7048,0.7026,0.2627,-0.0013,0.0064,0.9653,0.0023,0.9594,0.0028,C1,all,C1,pooled
rubert,Aspect,token,5,2811,0.7048,0.7026,0.2668,-0.0025,0.0099,0.9694,0.0075,0.9577,0.0106,A1,all,A1,pooled
rubert,Aspect,token,5,6784,0.7048,0.7026,0.2696,0.0021,0.0163,0.9721,0.003,0.9652,0.0037,A2,all,A2,pooled
rubert,Aspect,token,5,12797,0.7048,0.7026,0.2636,0.0001,0.0004,0.9662,0.0014,0.9592,0.0019,B1,all,B1,pooled
rubert,Aspect,token,5,15941,0.7048,0.7026,0.2647,-0.004,0.012,0.9673,0.0018,0.9611,0.0021,B2,all,B2,pooled
rubert,Aspect,token,5,13156,0.7048,0.7026,0.2609,-0.0018,0.0064,0.9634,0.0014,0.9573,0.0016,C1,all,C1,pooled
rubert,Aspect,token,6,2811,0.7048,0.7026,0.2654,-0.0014,0.0099,0.968,0.0071,0.9558,0.01,A1,all,A1,pooled
rubert,Aspect,token,6,6784,0.7048,0.7026,0.2619,-0.0077,0.0163,0.9645,0.0023,0.9556,0.0027,A2,all,A2,pooled
rubert,Aspect,token,6,12797,0.7048,0.7026,0.2587,-0.0048,0.0004,0.9613,0.0027,0.9534,0.0033,B1,all,B1,pooled
rubert,Aspect,token,6,15941,0.7048,0.7026,0.2605,-0.0043,0.012,0.9631,0.0017,0.956,0.0019,B2,all,B2,pooled
rubert,Aspect,token,6,13156,0.7048,0.7026,0.2533,-0.0076,0.0064,0.9558,0.0028,0.9485,0.0031,C1,all,C1,pooled
rubert,Aspect,token,7,2811,0.7048,0.7026,0.2622,-0.0032,0.0099,0.9648,0.0063,0.9511,0.0092,A1,all,A1,pooled
rubert,Aspect,token,7,6784,0.7048,0.7026,0.2553,-0.0066,0.0163,0.9578,0.0008,0.9471,0.0006,A2,all,A2,pooled
rubert,Aspect,token,7,12797,0.7048,0.7026,0.2532,-0.0055,0.0004,0.9558,0.0015,0.9467,0.0019,B1,all,B1,pooled
rubert,Aspect,token,7,15941,0.7048,0.7026,0.2529,-0.0075,0.012,0.9555,0.0025,0.9471,0.0029,B2,all,B2,pooled
rubert,Aspect,token,7,13156,0.7048,0.7026,0.2478,-0.0055,0.0064,0.9504,0.0026,0.9421,0.0029,C1,all,C1,pooled
rubert,Aspect,token,8,2811,0.7048,0.7026,0.2547,-0.0075,0.0099,0.9573,0.008,0.941,0.0108,A1,all,A1,pooled
rubert,Aspect,token,8,6784,0.7048,0.7026,0.2516,-0.0037,0.0163,0.9542,0.0008,0.9425,0.0011,A2,all,A2,pooled
rubert,Aspect,token,8,12797,0.7048,0.7026,0.2465,-0.0067,0.0004,0.9491,0.0045,0.9383,0.0056,B1,all,B1,pooled
rubert,Aspect,token,8,15941,0.7048,0.7026,0.247,-0.006,0.012,0.9496,0.0015,0.94,0.0017,B2,all,B2,pooled
rubert,Aspect,token,8,13156,0.7048,0.7026,0.2404,-0.0074,0.0064,0.943,0.0006,0.9337,0.0009,C1,all,C1,pooled
rubert,Aspect,token,9,2811,0.7048,0.7026,0.2547,0.0,0.0099,0.9573,0.0083,0.9413,0.0117,A1,all,A1,pooled
rubert,Aspect,token,9,6784,0.7048,0.7026,0.2402,-0.0114,0.0163,0.9428,0.0027,0.9283,0.0035,A2,all,A2,pooled
rubert,Aspect,token,9,12797,0.7048,0.7026,0.2442,-0.0023,0.0004,0.9468,0.0031,0.9357,0.0037,B1,all,B1,pooled
rubert,Aspect,token,9,15941,0.7048,0.7026,0.2462,-0.0008,0.012,0.9488,0.0011,0.939,0.0012,B2,all,B2,pooled
rubert,Aspect,token,9,13156,0.7048,0.7026,0.2355,-0.0049,0.0064,0.9381,0.0027,0.9278,0.0032,C1,all,C1,pooled
rubert,Aspect,token,10,2811,0.7048,0.7026,0.2426,-0.0121,0.0099,0.9452,0.0071,0.9242,0.0102,A1,all,A1,pooled
rubert,Aspect,token,10,6784,0.7048,0.7026,0.2308,-0.0094,0.0163,0.9334,0.002,0.9165,0.0021,A2,all,A2,pooled
rubert,Aspect,token,10,12797,0.7048,0.7026,0.2392,-0.005,0.0004,0.9418,0.0024,0.9297,0.0032,B1,all,B1,pooled
rubert,Aspect,token,10,15941,0.7048,0.7026,0.2386,-0.0076,0.012,0.9412,0.0023,0.9299,0.0025,B2,all,B2,pooled
rubert,Aspect,token,10,13156,0.7048,0.7026,0.2283,-0.0071,0.0064,0.9309,0.0006,0.9195,0.0009,C1,all,C1,pooled
rubert,Aspect,token,11,2811,0.7048,0.7026,0.238,-0.0046,0.0099,0.9406,0.0036,0.9182,0.0056,A1,all,A1,pooled
rubert,Aspect,token,11,6784,0.7048,0.7026,0.2267,-0.0041,0.0163,0.9292,0.0042,0.9116,0.0055,A2,all,A2,pooled
rubert,Aspect,token,11,12797,0.7048,0.7026,0.2344,-0.0048,0.0004,0.9369,0.0007,0.924,0.0006,B1,all,B1,pooled
rubert,Aspect,token,11,15941,0.7048,0.7026,0.2326,-0.0061,0.012,0.9351,0.002,0.9227,0.0019,B2,all,B2,pooled
rubert,Aspect,token,11,13156,0.7048,0.7026,0.2194,-0.009,0.0064,0.9219,0.0012,0.909,0.0014,C1,all,C1,pooled
rubert,Aspect,token,12,2811,0.7048,0.7026,0.2195,-0.0185,0.0099,0.9221,0.0026,0.8919,0.0031,A1,all,A1,pooled
rubert,Aspect,token,12,6784,0.7048,0.7026,0.2203,-0.0063,0.0163,0.9229,0.0063,0.9038,0.0072,A2,all,A2,pooled
rubert,Aspect,token,12,12797,0.7048,0.7026,0.2295,-0.0048,0.0004,0.9321,0.0021,0.9176,0.0027,B1,all,B1,pooled
rubert,Aspect,token,12,15941,0.7048,0.7026,0.2248,-0.0078,0.012,0.9274,0.0052,0.9133,0.0059,B2,all,B2,pooled
rubert,Aspect,token,12,13156,0.7048,0.7026,0.2143,-0.005,0.0064,0.9169,0.0027,0.9029,0.003,C1,all,C1,pooled
rubert,Aspect,token,12,51489,0.7048,0.7026,0.0,0.0,-1.0,0.7026,0.0006,0.4155,0.001,random_baseline,all,n/a,pooled
rubert,Tense,token,0,2166,0.5509,0.524,0.4437,0.9677,0.0334,0.9677,0.004,0.8962,0.0192,A1,all,A1,pooled
rubert,Tense,token,0,5137,0.5509,0.524,0.4552,0.9792,0.016,0.9792,0.0014,0.9339,0.0058,A2,all,A2,pooled
rubert,Tense,token,0,9326,0.5509,0.524,0.4541,0.978,0.01,0.978,0.0021,0.9357,0.006,B1,all,B1,pooled
rubert,Tense,token,0,12337,0.5509,0.524,0.4567,0.9807,0.0049,0.9807,0.0013,0.9357,0.0029,B2,all,B2,pooled
rubert,Tense,token,0,10470,0.5509,0.524,0.4556,0.9796,0.0065,0.9796,0.0026,0.9421,0.0063,C1,all,C1,pooled
rubert,Tense,token,1,2166,0.5509,0.524,0.4474,0.0037,0.0334,0.9714,0.0057,0.9149,0.0194,A1,all,A1,pooled
rubert,Tense,token,1,5137,0.5509,0.524,0.4572,0.0019,0.016,0.9811,0.0015,0.9376,0.0049,A2,all,A2,pooled
rubert,Tense,token,1,9326,0.5509,0.524,0.4553,0.0013,0.01,0.9793,0.0024,0.9404,0.0021,B1,all,B1,pooled
rubert,Tense,token,1,12337,0.5509,0.524,0.458,0.0012,0.0049,0.9819,0.0018,0.9424,0.0048,B2,all,B2,pooled
rubert,Tense,token,1,10470,0.5509,0.524,0.4557,0.0001,0.0065,0.9797,0.0015,0.942,0.0045,C1,all,C1,pooled
rubert,Tense,token,2,2166,0.5509,0.524,0.4465,-0.0009,0.0334,0.9705,0.0024,0.9014,0.0098,A1,all,A1,pooled
rubert,Tense,token,2,5137,0.5509,0.524,0.4577,0.0006,0.016,0.9817,0.0015,0.9398,0.0078,A2,all,A2,pooled
rubert,Tense,token,2,9326,0.5509,0.524,0.4571,0.0017,0.01,0.981,0.0012,0.945,0.0035,B1,all,B1,pooled
rubert,Tense,token,2,12337,0.5509,0.524,0.4582,0.0002,0.0049,0.9822,0.0013,0.9441,0.0039,B2,all,B2,pooled
rubert,Tense,token,2,10470,0.5509,0.524,0.4566,0.0009,0.0065,0.9805,0.0025,0.9447,0.0084,C1,all,C1,pooled
rubert,Tense,token,3,2166,0.5509,0.524,0.4534,0.0069,0.0334,0.9774,0.0007,0.9265,0.0111,A1,all,A1,pooled
rubert,Tense,token,3,5137,0.5509,0.524,0.4607,0.0029,0.016,0.9846,0.0021,0.9504,0.0099,A2,all,A2,pooled
rubert,Tense,token,3,9326,0.5509,0.524,0.4583,0.0013,0.01,0.9823,0.0016,0.9475,0.0038,B1,all,B1,pooled
rubert,Tense,token,3,12337,0.5509,0.524,0.4584,0.0002,0.0049,0.9824,0.0008,0.9466,0.0036,B2,all,B2,pooled
rubert,Tense,token,3,10470,0.5509,0.524,0.4581,0.0015,0.0065,0.982,0.0017,0.9504,0.0046,C1,all,C1,pooled
rubert,Tense,token,4,2166,0.5509,0.524,0.4543,0.0009,0.0334,0.9783,0.0017,0.9348,0.0083,A1,all,A1,pooled
rubert,Tense,token,4,5137,0.5509,0.524,0.4616,0.001,0.016,0.9856,0.0038,0.9532,0.0141,A2,all,A2,pooled
rubert,Tense,token,4,9326,0.5509,0.524,0.4587,0.0003,0.01,0.9826,0.0014,0.9486,0.0027,B1,all,B1,pooled
rubert,Tense,token,4,12337,0.5509,0.524,0.4589,0.0004,0.0049,0.9828,0.0008,0.9484,0.0054,B2,all,B2,pooled
rubert,Tense,token,4,10470,0.5509,0.524,0.4577,-0.0004,0.0065,0.9817,0.0031,0.9472,0.0084,C1,all,C1,pooled
rubert,Tense,token,5,2166,0.5509,0.524,0.4553,0.0009,0.0334,0.9792,0.0039,0.9321,0.0119,A1,all,A1,pooled
rubert,Tense,token,5,5137,0.5509,0.524,0.4587,-0.0029,0.016,0.9827,0.0029,0.9452,0.0118,A2,all,A2,pooled
rubert,Tense,token,5,9326,0.5509,0.524,0.4563,-0.0024,0.01,0.9803,0.0022,0.9435,0.004,B1,all,B1,pooled
rubert,Tense,token,5,12337,0.5509,0.524,0.459,0.0002,0.0049,0.983,0.0007,0.9467,0.0032,B2,all,B2,pooled
rubert,Tense,token,5,10470,0.5509,0.524,0.456,-0.0017,0.0065,0.9799,0.0028,0.9444,0.0071,C1,all,C1,pooled
rubert,Tense,token,6,2166,0.5509,0.524,0.4525,-0.0028,0.0334,0.9765,0.0039,0.9267,0.0183,A1,all,A1,pooled
rubert,Tense,token,6,5137,0.5509,0.524,0.456,-0.0027,0.016,0.98,0.0032,0.9424,0.0094,A2,all,A2,pooled
rubert,Tense,token,6,9326,0.5509,0.524,0.4553,-0.001,0.01,0.9793,0.0031,0.9436,0.0072,B1,all,B1,pooled
rubert,Tense,token,6,12337,0.5509,0.524,0.4555,-0.0035,0.0049,0.9795,0.0016,0.937,0.0038,B2,all,B2,pooled
rubert,Tense,token,6,10470,0.5509,0.524,0.4543,-0.0017,0.0065,0.9782,0.0006,0.9405,0.0053,C1,all,C1,pooled
rubert,Tense,token,7,2166,0.5509,0.524,0.4483,-0.0042,0.0334,0.9723,0.003,0.9201,0.0171,A1,all,A1,pooled
rubert,Tense,token,7,5137,0.5509,0.524,0.4537,-0.0023,0.016,0.9776,0.001,0.933,0.0018,A2,all,A2,pooled
rubert,Tense,token,7,9326,0.5509,0.524,0.4502,-0.0051,0.01,0.9742,0.0015,0.9359,0.003,B1,all,B1,pooled
rubert,Tense,token,7,12337,0.5509,0.524,0.451,-0.0045,0.0049,0.975,0.001,0.9318,0.0022,B2,all,B2,pooled
rubert,Tense,token,7,10470,0.5509,0.524,0.4448,-0.0095,0.0065,0.9688,0.0018,0.9296,0.0089,C1,all,C1,pooled
rubert,Tense,token,8,2166,0.5509,0.524,0.4419,-0.0065,0.0334,0.9658,0.0047,0.9096,0.017,A1,all,A1,pooled
rubert,Tense,token,8,5137,0.5509,0.524,0.4472,-0.0064,0.016,0.9712,0.0034,0.9159,0.0066,A2,all,A2,pooled
rubert,Tense,token,8,9326,0.5509,0.524,0.4433,-0.0069,0.01,0.9673,0.0006,0.9242,0.0026,B1,all,B1,pooled
rubert,Tense,token,8,12337,0.5509,0.524,0.4422,-0.0088,0.0049,0.9662,0.0011,0.9138,0.0033,B2,all,B2,pooled
rubert,Tense,token,8,10470,0.5509,0.524,0.4372,-0.0076,0.0065,0.9611,0.0026,0.9183,0.003,C1,all,C1,pooled
rubert,Tense,token,9,2166,0.5509,0.524,0.44,-0.0018,0.0334,0.964,0.0052,0.8945,0.0148,A1,all,A1,pooled
rubert,Tense,token,9,5137,0.5509,0.524,0.4387,-0.0086,0.016,0.9626,0.0058,0.9041,0.0077,A2,all,A2,pooled
rubert,Tense,token,9,9326,0.5509,0.524,0.4367,-0.0066,0.01,0.9606,0.0037,0.9121,0.0092,B1,all,B1,pooled
rubert,Tense,token,9,12337,0.5509,0.524,0.4352,-0.0071,0.0049,0.9591,0.002,0.9027,0.0058,B2,all,B2,pooled
rubert,Tense,token,9,10470,0.5509,0.524,0.426,-0.0112,0.0065,0.95,0.0029,0.8989,0.0064,C1,all,C1,pooled
rubert,Tense,token,10,2166,0.5509,0.524,0.434,-0.006,0.0334,0.958,0.0053,0.8911,0.0161,A1,all,A1,pooled
rubert,Tense,token,10,5137,0.5509,0.524,0.4299,-0.0088,0.016,0.9539,0.0072,0.8868,0.0096,A2,all,A2,pooled
rubert,Tense,token,10,9326,0.5509,0.524,0.4246,-0.0121,0.01,0.9485,0.0015,0.8935,0.0017,B1,all,B1,pooled
rubert,Tense,token,10,12337,0.5509,0.524,0.4251,-0.0101,0.0049,0.9491,0.0034,0.8842,0.009,B2,all,B2,pooled
rubert,Tense,token,10,10470,0.5509,0.524,0.4177,-0.0083,0.0065,0.9416,0.0007,0.8853,0.0012,C1,all,C1,pooled
rubert,Tense,token,11,2166,0.5509,0.524,0.4313,-0.0028,0.0334,0.9552,0.0017,0.878,0.0123,A1,all,A1,pooled
rubert,Tense,token,11,5137,0.5509,0.524,0.4231,-0.0068,0.016,0.9471,0.0084,0.8774,0.0085,A2,all,A2,pooled
rubert,Tense,token,11,9326,0.5509,0.524,0.4173,-0.0073,0.01,0.9412,0.001,0.8847,0.0022,B1,all,B1,pooled
rubert,Tense,token,11,12337,0.5509,0.524,0.4164,-0.0088,0.0049,0.9403,0.0011,0.8729,0.0025,B2,all,B2,pooled
rubert,Tense,token,11,10470,0.5509,0.524,0.4108,-0.0069,0.0065,0.9348,0.002,0.8751,0.0065,C1,all,C1,pooled
rubert,Tense,token,12,2166,0.5509,0.524,0.4202,-0.0111,0.0334,0.9441,0.0043,0.8728,0.0065,A1,all,A1,pooled
rubert,Tense,token,12,5137,0.5509,0.524,0.4225,-0.0006,0.016,0.9465,0.0076,0.8842,0.0087,A2,all,A2,pooled
rubert,Tense,token,12,9326,0.5509,0.524,0.4062,-0.011,0.01,0.9302,0.0032,0.8673,0.0075,B1,all,B1,pooled
rubert,Tense,token,12,12337,0.5509,0.524,0.4045,-0.0118,0.0049,0.9285,0.0028,0.8556,0.0086,B2,all,B2,pooled
rubert,Tense,token,12,10470,0.5509,0.524,0.3941,-0.0167,0.0065,0.9181,0.0046,0.8564,0.0126,C1,all,C1,pooled
rubert,Tense,token,12,39436,0.5509,0.524,0.0,0.0,-1.0,0.524,0.0038,0.307,0.0018,random_baseline,all,n/a,pooled
rubert,Gender,token,0,5115,0.4581,0.4467,0.4606,0.9073,0.0662,0.9073,0.0022,0.8953,0.0013,A1,all,A1,pooled
rubert,Gender,token,0,13365,0.4581,0.4467,0.4825,0.9292,0.03,0.9292,0.0034,0.9239,0.004,A2,all,A2,pooled
rubert,Gender,token,0,24988,0.4581,0.4467,0.4908,0.9375,0.0148,0.9375,0.002,0.9342,0.0025,B1,all,B1,pooled
rubert,Gender,token,0,36218,0.4581,0.4467,0.4897,0.9364,0.0402,0.9364,0.0032,0.9344,0.0036,B2,all,B2,pooled
rubert,Gender,token,0,32143,0.4581,0.4467,0.4883,0.935,0.0281,0.935,0.0031,0.9328,0.003,C1,all,C1,pooled
rubert,Gender,token,1,5115,0.4581,0.4467,0.4659,0.0053,0.0662,0.9126,0.0034,0.899,0.0037,A1,all,A1,pooled
rubert,Gender,token,1,13365,0.4581,0.4467,0.4791,-0.0034,0.03,0.9258,0.0048,0.9196,0.0054,A2,all,A2,pooled
rubert,Gender,token,1,24988,0.4581,0.4467,0.4927,0.0019,0.0148,0.9395,0.0031,0.9357,0.0039,B1,all,B1,pooled
rubert,Gender,token,1,36218,0.4581,0.4467,0.4887,-0.001,0.0402,0.9354,0.0021,0.9332,0.0021,B2,all,B2,pooled
rubert,Gender,token,1,32143,0.4581,0.4467,0.4876,-0.0007,0.0281,0.9344,0.002,0.9319,0.0023,C1,all,C1,pooled
rubert,Gender,token,2,5115,0.4581,0.4467,0.4782,0.0123,0.0662,0.9249,0.0022,0.9138,0.0015,A1,all,A1,pooled
rubert,Gender,token,2,13365,0.4581,0.4467,0.4807,0.0016,0.03,0.9274,0.0006,0.9208,0.0014,A2,all,A2,pooled
rubert,Gender,token,2,24988,0.4581,0.4467,0.4946,0.0018,0.0148,0.9413,0.0034,0.9375,0.0041,B1,all,B1,pooled
rubert,Gender,token,2,36218,0.4581,0.4467,0.4925,0.0038,0.0402,0.9392,0.0026,0.9368,0.0024,B2,all,B2,pooled
rubert,Gender,token,2,32143,0.4581,0.4467,0.4909,0.0032,0.0281,0.9376,0.0011,0.9352,0.0011,C1,all,C1,pooled
rubert,Gender,token,3,5115,0.4581,0.4467,0.4884,0.0102,0.0662,0.9351,0.0061,0.924,0.0067,A1,all,A1,pooled
rubert,Gender,token,3,13365,0.4581,0.4467,0.4861,0.0054,0.03,0.9328,0.0005,0.9264,0.0006,A2,all,A2,pooled
rubert,Gender,token,3,24988,0.4581,0.4467,0.4952,0.0006,0.0148,0.9419,0.0037,0.9376,0.004,B1,all,B1,pooled
rubert,Gender,token,3,36218,0.4581,0.4467,0.4989,0.0064,0.0402,0.9456,0.0032,0.9428,0.0031,B2,all,B2,pooled
rubert,Gender,token,3,32143,0.4581,0.4467,0.4959,0.005,0.0281,0.9426,0.0016,0.9399,0.0017,C1,all,C1,pooled
rubert,Gender,token,4,5115,0.4581,0.4467,0.4888,0.0004,0.0662,0.9355,0.0017,0.9243,0.0029,A1,all,A1,pooled
rubert,Gender,token,4,13365,0.4581,0.4467,0.4883,0.0022,0.03,0.935,0.0017,0.9279,0.0014,A2,all,A2,pooled
rubert,Gender,token,4,24988,0.4581,0.4467,0.4968,0.0016,0.0148,0.9435,0.0018,0.9391,0.0017,B1,all,B1,pooled
rubert,Gender,token,4,36218,0.4581,0.4467,0.5017,0.0029,0.0402,0.9485,0.0025,0.9453,0.0027,B2,all,B2,pooled
rubert,Gender,token,4,32143,0.4581,0.4467,0.4971,0.0013,0.0281,0.9438,0.0006,0.941,0.0007,C1,all,C1,pooled
rubert,Gender,token,5,5115,0.4581,0.4467,0.4862,-0.0025,0.0662,0.9329,0.0041,0.9198,0.0048,A1,all,A1,pooled
rubert,Gender,token,5,13365,0.4581,0.4467,0.4839,-0.0044,0.03,0.9306,0.0006,0.9236,0.001,A2,all,A2,pooled
rubert,Gender,token,5,24988,0.4581,0.4467,0.4954,-0.0014,0.0148,0.9421,0.0019,0.9372,0.0023,B1,all,B1,pooled
rubert,Gender,token,5,36218,0.4581,0.4467,0.4989,-0.0028,0.0402,0.9456,0.001,0.9422,0.0009,B2,all,B2,pooled
rubert,Gender,token,5,32143,0.4581,0.4467,0.4941,-0.003,0.0281,0.9408,0.0008,0.9375,0.001,C1,all,C1,pooled
rubert,Gender,token,6,5115,0.4581,0.4467,0.4827,-0.0035,0.0662,0.9294,0.0044,0.9148,0.0067,A1,all,A1,pooled
rubert,Gender,token,6,13365,0.4581,0.4467,0.477,-0.0069,0.03,0.9237,0.0044,0.9135,0.005,A2,all,A2,pooled
rubert,Gender,token,6,24988,0.4581,0.4467,0.4901,-0.0053,0.0148,0.9368,0.0003,0.9314,0.0003,B1,all,B1,pooled
rubert,Gender,token,6,36218,0.4581,0.4467,0.495,-0.0039,0.0402,0.9417,0.0023,0.9377,0.0021,B2,all,B2,pooled
rubert,Gender,token,6,32143,0.4581,0.4467,0.4917,-0.0024,0.0281,0.9384,0.0007,0.9349,0.0008,C1,all,C1,pooled
rubert,Gender,token,7,5115,0.4581,0.4467,0.4626,-0.0201,0.0662,0.9093,0.0054,0.891,0.0069,A1,all,A1,pooled
rubert,Gender,token,7,13365,0.4581,0.4467,0.4589,-0.0181,0.03,0.9056,0.0037,0.8924,0.0038,A2,all,A2,pooled
rubert,Gender,token,7,24988,0.4581,0.4467,0.4816,-0.0084,0.0148,0.9283,0.0024,0.9216,0.0025,B1,all,B1,pooled
rubert,Gender,token,7,36218,0.4581,0.4467,0.4841,-0.0109,0.0402,0.9308,0.0031,0.9259,0.0033,B2,all,B2,pooled
rubert,Gender,token,7,32143,0.4581,0.4467,0.4836,-0.0081,0.0281,0.9303,0.0007,0.9261,0.0009,C1,all,C1,pooled
rubert,Gender,token,8,5115,0.4581,0.4467,0.4489,-0.0137,0.0662,0.8956,0.0067,0.8751,0.0062,A1,all,A1,pooled
rubert,Gender,token,8,13365,0.4581,0.4467,0.4482,-0.0107,0.03,0.8949,0.0056,0.8809,0.0069,A2,all,A2,pooled
rubert,Gender,token,8,24988,0.4581,0.4467,0.4687,-0.0129,0.0148,0.9154,0.0019,0.9077,0.0025,B1,all,B1,pooled
rubert,Gender,token,8,36218,0.4581,0.4467,0.4707,-0.0133,0.0402,0.9174,0.0036,0.9117,0.0038,B2,all,B2,pooled
rubert,Gender,token,8,32143,0.4581,0.4467,0.4731,-0.0105,0.0281,0.9198,0.0013,0.9151,0.0016,C1,all,C1,pooled
rubert,Gender,token,9,5115,0.4581,0.4467,0.4278,-0.0211,0.0662,0.8745,0.0091,0.8526,0.0085,A1,all,A1,pooled
rubert,Gender,token,9,13365,0.4581,0.4467,0.4348,-0.0133,0.03,0.8816,0.0057,0.8664,0.005,A2,all,A2,pooled
rubert,Gender,token,9,24988,0.4581,0.4467,0.4597,-0.009,0.0148,0.9064,0.0043,0.8982,0.0049,B1,all,B1,pooled
rubert,Gender,token,9,36218,0.4581,0.4467,0.4552,-0.0155,0.0402,0.9019,0.0022,0.8955,0.0025,B2,all,B2,pooled
